Review,Sentiment,Probabilities
"One of the best Quran applications without any AD, with so many features. However, not able to play audio. On play option it starts to download the Surah, after it is completed it again asks to delete the recording. The problem has started recently.",negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
"Excellent Qur'an App!!! Provides word by word translation with various Qari for audio recitation. My requested feature would be ""QUR'AN IN THE REVELATION ORDER"" with brief discription about why and when are those verses came. That would be greatly helpfull for understanding the Qur'an. Jazakallah khiran!!!.",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
amazing,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"السلام عليكم I really like this application, it’s easy to customize, you can see what a particular word means, etc. May Allah be pleased with you ameen",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Salamualaikum Please add edriss abkar and abdulwadood hanif reciter to this application please,neutral,"{'positive': 0.0001, 'neutral': 0.9998, 'negative': 0.0}"
🌔🌔🌔,neutral,"{'positive': 0.0001, 'neutral': 0.9999, 'negative': 0.0}"
Very useful. 🌼🌸,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you with all the best❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love ❤ Quran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Its a great app Only suggestion i can give is that please add voice translations as well that is to verbally narrate the translation right after Arabic text,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Jazaakumu Allahu hairan, May the Almighty Allah bless your deeds....",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I love this App because anything you want to know just type it will take you there lmmediately. Whoever wants the best Quranic App this is the one you will look for.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Prominent,neutral,"{'positive': 0.0002, 'neutral': 0.9998, 'negative': 0.0}"
Excellent,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"It’s just beyond words to describe, it’s very useful. May Allah reward you1 with goodness",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha Allah..One of the most complete apps. Thank you 🤍,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Nice app but showing some issues in the book Mark's,negative,"{'positive': 0.0, 'neutral': 0.0001, 'negative': 0.9999}"
This is the best app so far! JazakAllahu Khair to all theose great people behind this priceless app! The app is so beautiful to read the Quran and benefited from it. 😍🤩🩷💗💗💗🩷🤩😍,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Best app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"God willing, may God accept the work and reward in abundance",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Is there a English transliteration in the app ?,neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
Best Quran,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"Masya Alloh tabarokallah, mantep🙏🏻👍🏻",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very good,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Nice,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Excellent app please share with your brothers and sisters.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"MaShaAllah , Excellent May Allah bless you for creating Al Quran App",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
I found that this quran Majeed is very good made and I didn't find any error in it,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
"One of the best Qur'an app, With a remarkable friendly user interface and features",positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good quran aplication,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very useful app MashaAllah! The feature I love most is the tafsir part !,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Good enough to lean tafsir,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Salam alaykum.Tafsir ibn kathir English version is not there anymore. But kudos to the developers. They did a very good job.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Alhamdulillah.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
MashaAllah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Masha-Allah,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is very useful & my favorite choice app,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
May God reward you for this wonderful application,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
One of the best Quran application so far. The Tafsir is so good that I find myself reading it more and more. Jazakallah Khairan.,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Most advanced and beautiful ❤️❤️❤️,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
This is beautiful apps,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
❤,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Please check surathul adiyath(100) not complete aayath.,neutral,"{'positive': 0.0, 'neutral': 0.9999, 'negative': 0.0}"
God bless you,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
It needs update. I experience a lot of issues with the app. Sometimes it goes automatically out of app when I'm on it. And it can't download the Minshawis recitation. Lot of bugs lately.. Very sad for a Quran app i have studied much on.. I have a Samsung Galaxy s21,negative,"{'positive': 0.0, 'neutral': 0.0, 'negative': 0.9999}"
May God bless you and reward you with all the best on our behalf,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
Very useful and easy to understand,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
A very good app learining the meaning of each word,positive,"{'positive': 1.0, 'neutral': 0.0, 'negative': 0.0}"
